DeviceID,DataSourceID,SiteID,DeviceType,Timestamp,Metric,Value,ProcessingTimestamp
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:15:00.000Z,temperature,7.05,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:15:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:15:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:15:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:15:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:15:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:30:00.000Z,temperature,7.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:30:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:30:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:30:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:30:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:30:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:45:00.000Z,temperature,6.95,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:45:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:45:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:45:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:45:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T01:45:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:00:00.000Z,temperature,6.9,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:00:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:00:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:00:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:00:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:00:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:15:00.000Z,temperature,6.83,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:15:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:15:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:15:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:15:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:15:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:30:00.000Z,temperature,6.75,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:30:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:30:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:30:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:30:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:30:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:45:00.000Z,temperature,6.68,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:45:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:45:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:45:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:45:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T02:45:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:00:00.000Z,temperature,6.6,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:00:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:00:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:00:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:00:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:00:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:15:00.000Z,temperature,6.5,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:15:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:15:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:15:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:15:00.000Z,irradiance,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:15:00.000Z,irradiance_direct_normal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:30:00.000Z,temperature,6.4,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:30:00.000Z,irradiance_global_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:30:00.000Z,irradiance_diffuse_horizontal,0.0,2021-11-03T00:00:44.951Z
3258837907,2805564098,4268260543,Satellite,2021-11-02T03:30:00.000Z,irradiance_direct_horizontal,0.0,2021-11-03T00:00:44.951Z
